category,kcd7,kor_name,eng_name,kcd8
세세,M41.12,"연소성 특발성 척주측만증, 경부","Juvenile idiopathic scoliosis, cervical region","M41.121, M41.122, M41.129"
세세,M41.13,"연소성 특발성 척주측만증, 경흉추부","Juvenile idiopathic scoliosis, cervicothoracic region","M41.131, M41.132, M41.139"
세세,M41.14,"연소성 특발성 척주측만증, 흉추부","Juvenile idiopathic scoliosis, thoracic region","M41.141, M41.142, M41.149"
세세,M41.15,"연소성 특발성 척주측만증, 흉요추부","Juvenile idiopathic scoliosis, thoracolumbar region","M41.151, M41.152, M41.159"
세세,M41.16,"연소성 특발성 척주측만증, 요추부","Juvenile idiopathic scoliosis, lumbar region","M41.161, M41.162, M41.169"
세세,M41.17,"연소성 특발성 척주측만증, 요천부","Juvenile idiopathic scoliosis, lumbosacral region","M41.171, M41.172, M41.179"
세세,M41.18,"연소성 특발성 척주측만증, 천추 및 천미추부","Juvenile idiopathic scoliosis, sacral and sacrococcygeal region","M41.181, M41.182, M41.189"
세세,M41.19,"연소성 특발성 척주측만증, 상세불명의 부위","Juvenile idiopathic scoliosis, site unspecified","M41.191, M41.192, M41.199"
세,M89.0,복합부위통증증후군 I형,Complex regional pain syndrome type I,"G90.5, M89.0"
세세,M89.00,"복합부위통증증후군 I형, 여러 부위","Complex regional pain syndrome type I, multiple sites","G90.5, M89.00"
세세,M89.01,"복합부위통증증후군 I형, 어깨부분","Complex regional pain syndrome type I, shoulder region","G90.5, M89.01"
세세,M89.02,"복합부위통증증후군 I형, 위팔","Complex regional pain syndrome type I, upper arm","G90.5, M89.02"
세세,M89.03,"복합부위통증증후군 I형, 아래팔","Complex regional pain syndrome type I, forearm","G90.5, M89.03"
세세,M89.04,"복합부위통증증후군 I형, 손","Complex regional pain syndrome type I, hand","G90.5, M89.04"
세세,M89.05,"복합부위통증증후군 I형, 골반 부분 및 대퇴","Complex regional pain syndrome type I, pelvic region and thigh","G90.5, M89.05"
세세,M89.06,"복합부위통증증후군 I형, 아래다리","Complex regional pain syndrome type I, lower leg","G90.5, M89.06"
세세,M89.07,"복합부위통증증후군 I형, 발목 및 발","Complex regional pain syndrome type I, ankle and foot","G90.5, M89.07"
세세,M89.08,"복합부위통증증후군 I형, 기타 부분","Complex regional pain syndrome type I, other","G90.5, M89.08"
세세,M89.09,"복합부위통증증후군 I형, 상세불명 부분","Complex regional pain syndrome type I, site unspecified","G90.5, M89.09"
세세,N28.80,신장의 비대,Hypertrophy of kidney,N28.8
세세,N28.81,거대요관,Megaloureter,N28.8
세세,N28.82,신장하수,Nephroptosis,N28.8
세세,N28.83,낭성 신우염,Pyelitis cystica,N28.8
세세,N28.84,낭성 신우요관염,Pyeloureteritis cystica,N28.8
세세,N28.85,낭성 요관염,Ureteritis cystica,N28.8
세세,N28.88,신장 및 요관의 기타 명시된 장애,Other specified disorders of kidney and ureter,N28.8
세세,N41.80,육아종성 전립선염,Granulomatous prostatitis,N41.8
세세,N41.88,기타 전립선염,Other prostatitis,N41.8
세세,N48.40,동맥기능부전에 의한 남성발기장애,Male erectile dysfunction due to arterial insufficiency,N48.4
세세,N48.41,해면체폐쇄부전으로 인한 남성발기장애,Male erectile dysfunction due to corporovenous occlusive dysfunction,N48.4
세세,N48.48,기타 원인으로 인한 남성발기장애,Male erectile dysfunction due to other cause,N48.4
세세,N48.49,상세불명의 남성발기장애,"Male erectile dysfunction, unspecified",N48.4
세세,N64.50,유방의 경화,Induration of breast,N64.5
세세,N64.51,유두분비물,Nipple discharge,N64.5
세세,N64.52,유두의 함몰,Retraction of nipple,N64.5
세세,N64.58,유방의 기타 증상 및 징후,Other signs and symptoms in breast,N64.5
세세,P07.31,32-36주 조산아,"Other preterm infants, 32-36 completed weeks","P07.31, P07.32"
세세,Q21.11,정맥동결손,Sinus venosus defect,Q21.18
세세,R10.40,복부압통,Abdominal tenderness,R10.49
세세세,R10.400,우상복부압통,Right upper quadrant abdominal tenderness,R10.49
세세세,R10.401,좌상복부압통,Left upper quadrant abdominal tenderness,R10.49
세세세,R10.402,우하복부압통,Right lower quadrant abdominal tenderness,R10.49
세세세,R10.403,좌하복부압통,Left lower quadrant abdominal tenderness,R10.49
세세세,R10.404,배꼽주위압통,Periumbilical abdominal tenderness,R10.49
세세세,R10.405,명치압통,Epigastric abdominal tenderness,R10.49
세세세,R10.406,전반적 복부압통,Generalized abdominal tenderness,R10.49
세세세,R10.409,상세불명 부위의 복부압통,"Abdominal tenderness, unspecified site",R10.49
세세,R10.41,복부반동압통,Rebound abdominal tenderness,R10.49
세세세,R10.410,우상복부반동압통,Right upper quadrant rebound abdominal tenderness,R10.49
세세세,R10.411,좌상복부반동압통,Left upper quadrant rebound abdominal tenderness,R10.49
세세세,R10.412,우하복부반동압통,Right lower quadrant rebound abdominal tenderness,R10.49
세세세,R10.413,좌하복부반동압통,Left lower quadrant rebound abdominal tenderness,R10.49
세세세,R10.414,배꼽주위반동압통,Periumbilical rebound abdominal tenderness,R10.49
세세세,R10.415,명치반동압통,Epigastric rebound abdominal tenderness,R10.49
세세세,R10.416,전반적 복부반동압통,Generalized rebound abdominal tenderness,R10.49
세세세,R10.419,상세불명 부위의 복부반동압통,"Rebound abdominal tenderness, unspecified site",R10.49
세세,R10.43,전반적 복통,Generalized abdominal pain,R10.49
세,R11.0,분출성 구토,Projectile vomiting,R11.2
세세,R76.80,잠복결핵,Latent tuberculosis,Z22.7
세세,R76.88,혈청의 기타 명시된 면역학적 이상소견,Other specified abnormal immunological findings in serum,R76.8
세,R80.1,벤스존스단백뇨,Bence Jones proteinuria,R80.8
세세,S00.00,"두피의 표재성 손상, 박리, 찰과상","Superficial injury of scalp, abrasion",S00.0
세세,S00.01,"두피의 표재성 손상, 수포","Superficial injury of scalp, blister",S00.0
세세,S00.02,"두피의 표재성 손상, 곤충물림(비독액성)","Superficial injury of scalp, insect bite(nonvenomous)",S00.0
세세,S00.03,"두피의 표재성 손상, 표재성 이물(파편)","Superficial injury of scalp, superficial foreign body(splinter)",S00.0
세세,S00.04,"두피의 표재성 손상, 타박상","Superficial injury of scalp, contusion",S00.0
세세,S00.08,"두피의 표재성 손상, 기타 손상","Superficial injury of scalp, other injury",S00.0
세세,S00.09,"두피의 표재성 손상, 상세불명의 손상","Superficial injury of scalp, unspecified injury",S00.0
세세,S00.20,"눈꺼풀 및 눈주위의 기타 표재성 손상, 박리, 찰과상","Other superficial injuries of eyelid and periocular area, abrasion",S00.2
세세,S00.21,"눈꺼풀 및 눈주위의 기타 표재성 손상, 수포","Other superficial injuries of eyelid and periocular area, blister",S00.2
세세,S00.22,"눈꺼풀 및 눈주위의 기타 표재성 손상, 곤충물림(비독액성)","Other superficial injuries of eyelid and periocular area, insect bite(nonvenomous)",S00.2
세세,S00.23,"눈꺼풀 및 눈주위의 기타 표재성 손상, 표재성 이물(파편)","Other superficial injuries of eyelid and periocular area, superficial foreign body(splinter)",S00.2
세세,S00.28,"눈꺼풀 및 눈주위의 기타 표재성 손상, 기타 손상","Other superficial injuries of eyelid and periocular area, other injury",S00.2
세세,S00.29,"눈꺼풀 및 눈주위의 기타 표재성 손상, 상세불명의 손상","Other superficial injuries of eyelid and periocular area, unspecified injury",S00.2
세세,S00.30,"코의 표재성 손상, 박리, 찰과상","Superficial injury of nose, abrasion",S00.3
세세,S00.31,"코의 표재성 손상, 수포","Superficial injury of nose, blister",S00.3
세세,S00.32,"코의 표재성 손상, 곤충물림(비독액성)","Superficial injury of nose, insect bite(nonvenomous)",S00.3
세세,S00.33,"코의 표재성 손상, 표재성이물(파편)","Superficial injury of nose, superficial foreign body(splinter)",S00.3
세세,S00.34,"코의 표재성 손상, 타박상","Superficial injury of nose, contusion",S00.3
세세,S00.38,"코의 표재성 손상, 기타손상","Superficial injury of nose, other injury",S00.3
세세,S00.39,"코의 표재성 손상, 상세불명의손상","Superficial injury of nose, unspecified injury",S00.3
세세,S00.40,"귀의 표재성 손상, 박리, 찰과상","Superficial injury of ear, abrasion",S00.4
세세,S00.41,"귀의 표재성 손상, 수포","Superficial injury of ear, blister",S00.4
세세,S00.42,"귀의 표재성 손상, 곤충물림(비독액성)","Superficial injury of ear, insect bite(nonvenomous)",S00.4
세세,S00.43,"귀의 표재성 손상, 표재성이물(파편)","Superficial injury of ear, superficial foreign body(splinter)",S00.4
세세,S00.44,"귀의 표재성 손상, 타박상","Superficial injury of ear, contusion",S00.4
세세,S00.48,"귀의 표재성 손상, 기타손상","Superficial injury of ear, other injury",S00.4
세세,S00.49,"귀의 표재성 손상, 상세불명의손상","Superficial injury of ear, unspecified injury",S00.4
세세,S00.50,"입술 및 구강의 표재성 손상,박리,찰과상","Superficial injury of lip and oral cavity, abrasion",S00.5
세세,S00.51,"입술 및 구강의 표재성 손상,수포","Superficial injury of lip and oral cavity, blister",S00.5
세세,S00.52,"입술 및 구강의 표재성 손상,곤충물림(비독액성)","Superficial injury of lip and oral cavity, insect bite(nonvenomous)",S00.5
세세,S00.53,"입술 및 구강의 표재성 손상,표재성이물(파편)","Superficial injury of lip and oral cavity, superficial foreign body(splinter)",S00.5
세세,S00.54,"입술 및 구강의 표재성 손상,타박상","Superficial injury of lip and oral cavity, contusion",S00.5
세세,S00.58,"입술 및 구강의 표재성 손상,기타손상","Superficial injury of lip and oral cavity, other injury",S00.5
세세,S00.59,"입술 및 구강의 표재성 손상,상세불명의손상","Superficial injury of lip and oral cavity, unspecified injury",S00.5
세세,S00.80,"머리의 기타 부분의 표재성 손상, 박리, 찰과상","Superficial injury of other parts of head, abrasion",S00.8
세세,S00.81,"머리의 기타 부분의 표재성 손상, 수포","Superficial injury of other parts of head, blister",S00.8
세세,S00.82,"머리의 기타 부분의 표재성 손상, 곤충물림(비독액성)","Superficial injury of other parts of head, insect bite(nonvenomous)",S00.8
세세,S00.83,"머리의 기타 부분의 표재성 손상, 표재성 이물(파편)","Superficial injury of other parts of head, superficial foreign(splinter)",S00.8
세세,S00.84,"머리의 기타 부분의 표재성 손상, 타박상","Superficial injury of other parts of head, contusion",S00.8
세세,S00.88,"기타 머리부분의 표재성 손상, 기타손상","Superficial injury of other parts of head, other injury",S00.8
세세,S00.89,"머리의 기타 부분의 표재성 손상, 상세불명의손상","Superficial injury of other parts of head, unspecified injury",S00.8
세세,S00.90,"머리의 상세불명 부분의 표재성 손상, 박리,찰과상","Superficial injury of head, part unspecified, abrasion",S00.9
세세,S00.91,"머리의 상세불명 부분의 표재성 손상, 수포","Superficial injury of head, part unspecified, blister",S00.9
세세,S00.92,"머리의 상세불명 부분의 표재성 손상, 곤충물림(비독액성)","Superficial injury of head, part unspecified, insect bite(nonvenomous)",S00.9
세세,S00.93,"머리의 상세불명 부분의 표재성 손상, 표재성이물(파편)","Superficial injury of head, part unspecified, superficial foreign body(splinter)",S00.9
세세,S00.94,"머리의 상세불명 부분의 표재성 손상, 타박상","Superficial injury of head, part unspecified, contusion",S00.9
세세,S00.98,"머리의 상세불명 부분의 표재성 손상, 기타손상","Superficial injury of head, part unspecified, other injury",S00.9
세세,S00.99,"머리의 상세불명 부분의 표재성 손상, 상세불명의손상","Superficial injury of head, part unspecified, unspecified injury",S00.9
세세,S01.31,이주의 열린상처,Open wound of tragus,S01.38
세세,S01.33,귀인두관의 열린상처,Open wound of eustachian tube,S01.38
세세,S01.34,이소골의 열린상처,Open wound of ossicles,S01.38
세세,S01.35,고막의 열린상처,Open wound of eardrum,S09.2
세세,S01.36,내이의 열린상처,Open wound of inner ear,S01.38
세세,S02.12,전두동의 골절,Fracture of frontal sinus,S02.1
세세세,S02.120,"전두골동의 골절, 폐쇄성","Fracture of frontal sinus, closed",S02.10
세세세,S02.121,"전두골동의 골절, 개방성","Fracture of frontal sinus, open",S02.11
세세,S02.13,안와천장의 골절,Fracture of orbit roof,S02.1
세세세,S02.130,"안와천장의 골절, 폐쇄성","Fracture of orbit roof, closed",S02.10
세세세,S02.131,"안와천장의 골절, 개방성","Fracture of orbit roof, open",S02.11
세세,S02.18,두개저의 기타 골절,Other fracture of base of skull,S02.1
세세세,S02.180,"두개저의 기타 골절, 폐쇄성","Other fracture of base of skull, closed",S02.10
세세세,S02.181,"두개저의 기타 골절, 개방성","Other fracture of base of skull, open",S02.11
세세,S02.82,치조골의 골절,Fracture of alveolus,S02.88
세세세,S02.820,"치조골의 골절, 폐쇄성","Fracture of alveolus, closed",S02.880
세세세,S02.821,"치조골의 골절, 개방성","Fracture of alveolus, open",S02.881
세세,S02.83,경구개의 골절,Fracture of hard palate,S02.88
세세세,S02.830,"경구개의 골절, 폐쇄성","Fracture of hard palate, closed",S02.880
세세세,S02.831,"경구개의 골절, 개방성","Fracture of hard palate, open",S02.881
세세,S03.29,상세불명의 치아의 탈구,"Dislocation of tooth, unspecified",S03.28
세세,S10.10,"목구멍의 기타 및 상세불명의 표재성 손상, 박리,찰과상","Other and unspecified superficial injuries of throat, abrasion",S10.1
세세,S10.11,"목구멍의 기타 및 상세불명의 표재성 손상, 수포","Other and unspecified superficial injuries of throat, blister",S10.1
세세,S10.12,"목구멍의 기타 및 상세불명의 표재성 손상, 곤충물림(비독액성)","Other and unspecified superficial injuries of throat, insect bite(nonvenomous)",S10.1
세세,S10.13,"목구멍의 기타 및 상세불명의 표재성 손상, 표재성이물(파편)","Other and unspecified superficial injuries of throat, superficial foreign body(splinter)",S10.1
세세,S10.18,"목구멍의 기타 및 상세불명의 표재성 손상, 기타손상","Other and unspecified superficial injuries of throat, other injury",S10.1
세세,S10.19,"목구멍의 기타 및 상세불명의 표재성 손상, 상세불명의 손상","Other and unspecified superficial injuries of throat, unspecified injury",S10.1
세세,S10.80,"목의 기타 부분의 표재성 손상, 박리,찰과상","Superficial injury of other parts of neck, abrasion",S10.8
세세,S10.81,"목의 기타 부분의 표재성 손상, 수포","Superficial injury of other parts of neck, blister",S10.8
세세,S10.82,"목의 기타 부분의 표재성 손상, 곤충물림(비독액성)","Superficial injury of other parts of neck, insect bite(nonvenomous)",S10.8
세세,S10.83,"목의 기타 부분의 표재성 손상, 표재성이물(파편)","Superficial injury of other parts of neck, superficial foreign body(splinter)",S10.8
세세,S10.84,"목의 기타 부분의 표재성 손상, 타박상","Superficial injury of other parts of neck, contusion",S10.8
